"DateTime";"grid (77) (kw)";"solar (77) (kw)"
"2018-06-04 00:45:00";1,787;-0,005
"2018-06-04 01:00:00";1,767;-0,005
"2018-06-04 01:15:00";1,328;-0,005
"2018-06-04 01:30:00";1,08;-0,006
"2018-06-04 01:45:00";1,714;-0,006
"2018-06-04 02:00:00";1,734;-0,006
"2018-06-04 02:15:00";0,689;-0,006
"2018-06-04 02:30:00";1,782;-0,005
"2018-06-04 02:45:00";1,706;-0,006
"2018-06-04 03:00:00";0,689;-0,006
"2018-06-04 03:15:00";1,644;-0,006
"2018-06-04 03:30:00";1,057;-0,006
"2018-06-04 03:45:00";1,223;-0,006
"2018-06-04 04:00:00";1,565;-0,005
"2018-06-04 04:15:00";0,722;-0,006
"2018-06-04 04:30:00";1,432;-0,006
"2018-06-04 04:45:00";0,69;-0,006
"2018-06-04 05:00:00";1,429;-0,006
"2018-06-04 05:15:00";0,785;-0,005
"2018-06-04 05:30:00";1,531;-0,005
"2018-06-04 05:45:00";0,823;-0,004
"2018-06-04 06:00:00";1,512;-0,005
"2018-06-04 06:15:00";0,69;-0,005
"2018-06-04 06:30:00";1,493;-0,005
"2018-06-04 06:45:00";3,579;-0,007
"2018-06-04 07:00:00";1,519;0,011
"2018-06-04 07:15:00";1,924;0,095
"2018-06-04 07:30:00";0,621;0,191
"2018-06-04 07:45:00";2,139;0,219
"2018-06-04 08:00:00";2,252;0,242
"2018-06-04 08:15:00";0,814;0,305
"2018-06-04 08:30:00";1,82;0,39
"2018-06-04 08:45:00";1,882;0,455
"2018-06-04 09:00:00";1,756;0,482
"2018-06-04 09:15:00";0,268;0,646
"2018-06-04 09:30:00";1,124;0,923
"2018-06-04 09:45:00";1,264;0,86
"2018-06-04 10:00:00";0,518;1
"2018-06-04 10:15:00";0,665;0,915
"2018-06-04 10:30:00";1,255;0,788
"2018-06-04 10:45:00";1,124;0,799
"2018-06-04 11:00:00";0,195;1,047
"2018-06-04 11:15:00";0,344;1,316
"2018-06-04 11:30:00";1,13;0,962
"2018-06-04 11:45:00";2,33;0,624
"2018-06-04 12:00:00";1,765;0,464
"2018-06-04 12:15:00";1,895;0,399
"2018-06-04 12:30:00";1,458;0,789
"2018-06-04 12:45:00";1,72;1,317
"2018-06-04 13:00:00";0,432;1,312
"2018-06-04 13:15:00";1,879;1,251
"2018-06-04 13:30:00";1,652;0,957
"2018-06-04 13:45:00";0,771;0,853
"2018-06-04 14:00:00";2,188;0,807
"2018-06-04 14:15:00";1,339;0,583
"2018-06-04 14:30:00";1,107;0,695
"2018-06-04 14:45:00";1,371;1,334
"2018-06-04 15:00:00";1,399;1,318
"2018-06-04 15:15:00";0,596;1,272
"2018-06-04 15:30:00";0,712;1,037
"2018-06-04 15:45:00";2,19;0,75
"2018-06-04 16:00:00";3,526;0,95
"2018-06-04 16:15:00";1,868;0,99
"2018-06-04 16:30:00";2,874;1,313
"2018-06-04 16:45:00";4,488;1,472
"2018-06-04 17:00:00";2,822;1,378
"2018-06-04 17:15:00";2,958;0,969
"2018-06-04 17:30:00";3,378;0,818
"2018-06-04 17:45:00";1,615;1,03
"2018-06-04 18:00:00";3,945;0,807
"2018-06-04 18:15:00";6,065;0,543
"2018-06-04 18:30:00";6,386;0,565
"2018-06-04 18:45:00";5,915;0,417
"2018-06-04 19:00:00";5,935;0,268
"2018-06-04 19:15:00";6,121;0,158
"2018-06-04 19:30:00";5,354;0,097
"2018-06-04 19:45:00";4,41;0,054
"2018-06-04 20:00:00";6,248;0,024
"2018-06-04 20:15:00";5,258;-0,008
"2018-06-04 20:30:00";4,798;-0,007
"2018-06-04 20:45:00";4,837;-0,006
"2018-06-04 21:00:00";4,805;-0,005
"2018-06-04 21:15:00";4,924;-0,005
"2018-06-04 21:30:00";3,265;-0,004
"2018-06-04 21:45:00";4,836;-0,005
"2018-06-04 22:00:00";3,11;-0,004
"2018-06-04 22:15:00";1,281;-0,004
"2018-06-04 22:30:00";1,233;-0,004
"2018-06-04 22:45:00";1,185;-0,005
"2018-06-04 23:00:00";1,19;-0,004
"2018-06-04 23:15:00";1,137;-0,005
"2018-06-04 23:30:00";1,132;-0,005
"2018-06-04 23:45:00";1,115;-0,005
"2018-06-05 00:00:00";1,076;-0,006
"2018-06-05 00:15:00";1,927;-0,006
"2018-06-05 00:30:00";1,082;-0,006
"2018-06-05 00:45:00";1,893;-0,007
"2018-06-05 01:00:00";1,826;-0,006
"2018-06-05 01:15:00";1,08;-0,006
"2018-06-05 01:30:00";1,917;-0,006
"2018-06-05 01:45:00";1,055;-0,006
"2018-06-05 02:00:00";2,022;-0,007
"2018-06-05 02:15:00";1,749;-0,014
"2018-06-05 02:30:00";1,987;-0,008
"2018-06-05 02:45:00";2,051;-0,008
"2018-06-05 03:00:00";2,572;-0,013
"2018-06-05 03:15:00";2,482;-0,011
"2018-06-05 03:30:00";1,217;-0,008
"2018-06-05 03:45:00";2,15;-0,01
"2018-06-05 04:00:00";1,852;-0,008
"2018-06-05 04:15:00";1,202;-0,006
"2018-06-05 04:30:00";1,852;-0,006
"2018-06-05 04:45:00";1,053;-0,006
"2018-06-05 05:00:00";1,744;-0,007
"2018-06-05 05:15:00";0,966;-0,007
"2018-06-05 05:30:00";2,943;0,003
"2018-06-05 05:45:00";1,953;0,002
"2018-06-05 06:00:00";2,073;-0,004
"2018-06-05 06:15:00";1,181;-0,005
"2018-06-05 06:30:00";1,884;-0,007
"2018-06-05 06:45:00";3,035;0,01
"2018-06-05 07:00:00";2,585;0,028
"2018-06-05 07:15:00";3,113;0,111
"2018-06-05 07:30:00";1,542;0,173
"2018-06-05 07:45:00";2,058;0,169
"2018-06-05 08:00:00";2,41;0,181
"2018-06-05 08:15:00";2,145;0,174
"2018-06-05 08:30:00";1,325;0,206
"2018-06-05 08:45:00";2,225;0,236
"2018-06-05 09:00:00";1,97;0,373
"2018-06-05 09:15:00";1,67;0,553
"2018-06-05 09:30:00";0,734;0,645
"2018-06-05 09:45:00";1,727;0,798
"2018-06-05 10:00:00";2,329;0,95
"2018-06-05 10:15:00";1,274;1,102
"2018-06-05 10:30:00";0,947;1,275
"2018-06-05 10:45:00";1,988;1,402
"2018-06-05 11:00:00";2,073;1,531
"2018-06-05 11:15:00";0,77;1,665
"2018-06-05 11:30:00";0,74;1,781
"2018-06-05 11:45:00";1,61;1,861
"2018-06-05 12:00:00";1,579;1,955
"2018-06-05 12:15:00";0,486;2,035
"2018-06-05 12:30:00";-0,761;2,114
"2018-06-05 12:45:00";0,369;2,202
"2018-06-05 13:00:00";1,196;2,256
"2018-06-05 13:15:00";1,789;2,275
"2018-06-05 13:30:00";0,719;2,354
"2018-06-05 13:45:00";2,14;2,396
"2018-06-05 14:00:00";1,686;2,356
"2018-06-05 14:15:00";0,019;2,353
"2018-06-05 14:30:00";2,599;2,313
"2018-06-05 14:45:00";0,307;2,242
"2018-06-05 15:00:00";2,049;2,192
"2018-06-05 15:15:00";1,124;2,116
"2018-06-05 15:30:00";2,899;1,981
"2018-06-05 15:45:00";0,358;1,591
"2018-06-05 16:00:00";3,408;1,836
"2018-06-05 16:15:00";3,697;1,586
"2018-06-05 16:30:00";4,619;1,651
"2018-06-05 16:45:00";5,521;1,16
"2018-06-05 17:00:00";6,664;0,821
"2018-06-05 17:15:00";6,577;1,181
"2018-06-05 17:30:00";6,178;1,057
"2018-06-05 17:45:00";5,209;0,933
"2018-06-05 18:00:00";5,428;0,753
"2018-06-05 18:15:00";5,668;0,59
"2018-06-05 18:30:00";5,599;0,438
"2018-06-05 18:45:00";7,282;0,31
"2018-06-05 19:00:00";8,085;0,197
"2018-06-05 19:15:00";8,099;0,117
"2018-06-05 19:30:00";6,531;0,068
"2018-06-05 19:45:00";6,622;0,04
"2018-06-05 20:00:00";6,619;0,029
"2018-06-05 20:15:00";6,486;0,004
"2018-06-05 20:30:00";6,567;0,009
"2018-06-05 20:45:00";6,607;0,009
"2018-06-05 21:00:00";6,796;0,008
"2018-06-05 21:15:00";6,735;0,008
"2018-06-05 21:30:00";5,679;0,008
"2018-06-05 21:45:00";5,418;0,007
"2018-06-05 22:00:00";4,187;0,005
"2018-06-05 22:15:00";3,637;0,007
"2018-06-05 22:30:00";3,951;0,006
"2018-06-05 22:45:00";2,774;0,006
"2018-06-05 23:00:00";3,624;0,005
"2018-06-05 23:15:00";4,034;0,004
"2018-06-05 23:30:00";3,172;0,005
"2018-06-05 23:45:00";3,469;0,005
"2018-06-06 00:00:00";4,25;0,005
"2018-06-06 00:15:00";3,605;0,005
"2018-06-06 00:30:00";2,38;0,005
"2018-06-06 00:45:00";3,692;0,004
"2018-06-06 01:00:00";3,716;0,004
"2018-06-06 01:15:00";2,633;0,005
"2018-06-06 01:30:00";3,351;0,005
"2018-06-06 01:45:00";3,756;0,005
"2018-06-06 02:00:00";3,773;0,001
"2018-06-06 02:15:00";2,901;0
"2018-06-06 02:30:00";3,415;0,003
"2018-06-06 02:45:00";4,105;-0,003
"2018-06-06 03:00:00";3,368;-0,004
"2018-06-06 03:15:00";3,297;0,004
"2018-06-06 03:30:00";3,77;0,002
"2018-06-06 03:45:00";2,578;0,003
"2018-06-06 04:00:00";3,307;0,005
"2018-06-06 04:15:00";3,202;0,005
"2018-06-06 04:30:00";2,216;0,005
"2018-06-06 04:45:00";3,119;0,005
"2018-06-06 05:00:00";3,018;0,004
"2018-06-06 05:15:00";2,171;0,004
"2018-06-06 05:30:00";3,07;0,005
"2018-06-06 05:45:00";2,894;0,005
"2018-06-06 06:00:00";2,381;0,005
"2018-06-06 06:15:00";2,087;-0,004
"2018-06-06 06:30:00";1,468;-0,007
"2018-06-06 06:45:00";4,436;0,012
"2018-06-06 07:00:00";2,027;0,071
"2018-06-06 07:15:00";2,453;0,175
"2018-06-06 07:30:00";1,14;0,204
"2018-06-06 07:45:00";3,065;0,128
"2018-06-06 08:00:00";2,118;0,152
"2018-06-06 08:15:00";1,465;0,232
"2018-06-06 08:30:00";2,451;0,414
"2018-06-06 08:45:00";1,929;0,39
"2018-06-06 09:00:00";1,378;0,362
"2018-06-06 09:15:00";2,202;0,478
"2018-06-06 09:30:00";1,896;0,651
"2018-06-06 09:45:00";1,045;0,757
"2018-06-06 10:00:00";0,478;0,934
"2018-06-06 10:15:00";1,265;1,064
"2018-06-06 10:30:00";1,215;1,244
"2018-06-06 10:45:00";0,417;1,367
"2018-06-06 11:00:00";1,569;1,497
"2018-06-06 11:15:00";1,793;1,647
"2018-06-06 11:30:00";0,218;1,76
"2018-06-06 11:45:00";0,152;1,856
"2018-06-06 12:00:00";1,405;1,97
"2018-06-06 12:15:00";1,099;2,041
"2018-06-06 12:30:00";-0,009;2,118
"2018-06-06 12:45:00";0,14;2,211
"2018-06-06 13:00:00";1,138;2,286
"2018-06-06 13:15:00";0,463;2,306
"2018-06-06 13:30:00";-0,133;2,328
"2018-06-06 13:45:00";1,206;2,319
"2018-06-06 14:00:00";0,645;2,321
"2018-06-06 14:15:00";-0,283;2,298
"2018-06-06 14:30:00";2,154;2,285
"2018-06-06 14:45:00";-0,578;2,238
"2018-06-06 15:00:00";2,692;2,151
"2018-06-06 15:15:00";-0,026;2,091
"2018-06-06 15:30:00";2,704;2,048
"2018-06-06 15:45:00";0,752;1,943
"2018-06-06 16:00:00";2,636;1,849
"2018-06-06 16:15:00";3,32;1,733
"2018-06-06 16:30:00";4,607;1,675
"2018-06-06 16:45:00";4,529;1,51
"2018-06-06 17:00:00";2,513;1,248
"2018-06-06 17:15:00";3,011;1,116
"2018-06-06 17:30:00";2,507;1,059
"2018-06-06 17:45:00";5,485;0,924
"2018-06-06 18:00:00";5,614;0,756
"2018-06-06 18:15:00";5,679;0,608
"2018-06-06 18:30:00";5,793;0,452
"2018-06-06 18:45:00";4,384;0,315
"2018-06-06 19:00:00";5,913;0,201
"2018-06-06 19:15:00";3,683;0,105
"2018-06-06 19:30:00";5,704;0,045
"2018-06-06 19:45:00";4,516;0,018
"2018-06-06 20:00:00";6,058;0,005
"2018-06-06 20:15:00";4,903;0,005
"2018-06-06 20:30:00";5,912;0,008
"2018-06-06 20:45:00";3,82;0,01
"2018-06-06 21:00:00";6,353;0,009
"2018-06-06 21:15:00";3,95;0,01
"2018-06-06 21:30:00";5,07;0,009
"2018-06-06 21:45:00";5,261;0,008
"2018-06-06 22:00:00";6,326;0,008
"2018-06-06 22:15:00";3,375;0,009
"2018-06-06 22:30:00";4,141;0,008
"2018-06-06 22:45:00";2,981;0,007
"2018-06-06 23:00:00";3,755;0,003
"2018-06-06 23:15:00";1,46;-0,004
"2018-06-06 23:30:00";3,1;-0,005
"2018-06-06 23:45:00";2,401;-0,004
"2018-06-07 00:00:00";1,677;-0,004
"2018-06-07 00:15:00";2,457;-0,005
"2018-06-07 00:30:00";2,102;-0,006
"2018-06-07 00:45:00";1,007;-0,004
"2018-06-07 01:00:00";1,932;-0,004
"2018-06-07 01:15:00";1,993;-0,004
"2018-06-07 01:30:00";1,644;-0,004
"2018-06-07 01:45:00";0,801;-0,004
"2018-06-07 02:00:00";1,889;-0,006
"2018-06-07 02:15:00";1,863;-0,005
"2018-06-07 02:30:00";0,705;-0,004
"2018-06-07 02:45:00";1,839;-0,004
"2018-06-07 03:00:00";1,746;-0,004
"2018-06-07 03:15:00";0,663;-0,005
"2018-06-07 03:30:00";1,452;-0,006
"2018-06-07 03:45:00";1,599;-0,005
"2018-06-07 04:00:00";0,732;-0,004
"2018-06-07 04:15:00";1,563;-0,004
"2018-06-07 04:30:00";1,528;-0,005
"2018-06-07 04:45:00";0,576;-0,005
"2018-06-07 05:00:00";1,418;-0,006
"2018-06-07 05:15:00";1,578;-0,004
"2018-06-07 05:30:00";0,849;-0,004
"2018-06-07 05:45:00";1,409;-0,004
"2018-06-07 06:00:00";1,483;-0,005
"2018-06-07 06:15:00";0,527;-0,006
"2018-06-07 06:30:00";1,502;-0,004
"2018-06-07 06:45:00";1,508;0,034
"2018-06-07 07:00:00";1,908;0,089
"2018-06-07 07:15:00";2,666;0,119
"2018-06-07 07:30:00";0,609;0,157
"2018-06-07 07:45:00";1,722;0,217
"2018-06-07 08:00:00";2,228;0,28
"2018-06-07 08:15:00";2,098;0,243
"2018-06-07 08:30:00";1,197;0,249
"2018-06-07 08:45:00";2,365;0,32
"2018-06-07 09:00:00";0,941;0,602
"2018-06-07 09:15:00";0,83;0,823
"2018-06-07 09:30:00";1,498;0,7
"2018-06-07 09:45:00";1,74;0,407
"2018-06-07 10:00:00";0,593;0,573
"2018-06-07 10:15:00";0,796;0,998
"2018-06-07 10:30:00";0,948;1,365
"2018-06-07 10:45:00";0,793;1,35
"2018-06-07 11:00:00";0,537;1,273
"2018-06-07 11:15:00";1,496;1,584
"2018-06-07 11:30:00";1,546;1,587
"2018-06-07 11:45:00";0,041;1,872
"2018-06-07 12:00:00";-0,732;1,872
"2018-06-07 12:15:00";0,387;2,085
"2018-06-07 12:30:00";0,233;2,176
"2018-06-07 12:45:00";0,191;2,219
"2018-06-07 13:00:00";0,428;2,254
"2018-06-07 13:15:00";0,997;2,265
"2018-06-07 13:30:00";0,254;2,334
"2018-06-07 13:45:00";-0,579;2,352
"2018-06-07 14:00:00";0,746;2,32
"2018-06-07 14:15:00";1,156;2,14
"2018-06-07 14:30:00";-0,824;2,049
"2018-06-07 14:45:00";1,919;2,292
"2018-06-07 15:00:00";-1,325;2,217
"2018-06-07 15:15:00";2,563;2,126
"2018-06-07 15:30:00";2,728;2,065
"2018-06-07 15:45:00";2,788;1,975
"2018-06-07 16:00:00";2,791;1,902
"2018-06-07 16:15:00";2,946;1,777
"2018-06-07 16:30:00";3,076;1,655
"2018-06-07 16:45:00";3,221;1,501
"2018-06-07 17:00:00";3,334;1,387
"2018-06-07 17:15:00";3,485;1,23
"2018-06-07 17:30:00";3,699;1,083
"2018-06-07 17:45:00";3,749;0,925
"2018-06-07 18:00:00";4,091;0,766
"2018-06-07 18:15:00";4,703;0,602
"2018-06-07 18:30:00";4,56;0,451
"2018-06-07 18:45:00";4,583;0,314
"2018-06-07 19:00:00";4,665;0,19
"2018-06-07 19:15:00";4,744;0,105
"2018-06-07 19:30:00";4,728;0,06
"2018-06-07 19:45:00";4,792;0,039
"2018-06-07 20:00:00";4,643;0,019
"2018-06-07 20:15:00";3,405;-0,011
"2018-06-07 20:30:00";4,298;-0,007
"2018-06-07 20:45:00";3,833;0,001
"2018-06-07 21:00:00";5,239;0,005
"2018-06-07 21:15:00";4,79;0,006
"2018-06-07 21:30:00";6,861;0,006
"2018-06-07 21:45:00";5,075;0,008
"2018-06-07 22:00:00";6,612;0,008
"2018-06-07 22:15:00";3,743;0,009
"2018-06-07 22:30:00";3,404;0,008
"2018-06-07 22:45:00";4,34;0,009
"2018-06-07 23:00:00";4,24;0,009
"2018-06-07 23:15:00";3,88;0,007
"2018-06-07 23:30:00";2,864;0,007
"2018-06-07 23:45:00";3,559;0,007
"2018-06-08 00:00:00";3,622;0,006
"2018-06-08 00:15:00";3,598;0,006
"2018-06-08 00:30:00";2,581;0,005
"2018-06-08 00:45:00";3,15;0,004
"2018-06-08 01:00:00";3,553;0,005
"2018-06-08 01:15:00";3,577;0,005
"2018-06-08 01:30:00";2,712;0,006
"2018-06-08 01:45:00";3,292;0,006
"2018-06-08 02:00:00";3,552;0,005
"2018-06-08 02:15:00";3,563;0,005
"2018-06-08 02:30:00";2,749;0,006
"2018-06-08 02:45:00";2,389;-0,002
"2018-06-08 03:00:00";2,15;-0,007
"2018-06-08 03:15:00";2,036;-0,007
"2018-06-08 03:30:00";1,015;-0,006
"2018-06-08 03:45:00";2,15;-0,006
"2018-06-08 04:00:00";2,098;-0,007
"2018-06-08 04:15:00";0,981;-0,006
"2018-06-08 04:30:00";2;-0,006
"2018-06-08 04:45:00";1,944;-0,006
"2018-06-08 05:00:00";1,011;-0,006
"2018-06-08 05:15:00";1,812;-0,007
"2018-06-08 05:30:00";1,539;-0,007
"2018-06-08 05:45:00";1,129;-0,007
"2018-06-08 06:00:00";1,73;-0,007
"2018-06-08 06:15:00";1,009;-0,006
"2018-06-08 06:30:00";1,802;-0,005
"2018-06-08 06:45:00";0,98;0,036
"2018-06-08 07:00:00";2,778;0,089
"2018-06-08 07:15:00";2,656;0,146
"2018-06-08 07:30:00";1,363;0,228
"2018-06-08 07:45:00";1,582;0,323
"2018-06-08 08:00:00";2,771;0,389
"2018-06-08 08:15:00";2,155;0,465
"2018-06-08 08:30:00";2,31;0,308
"2018-06-08 08:45:00";2,579;0,275
"2018-06-08 09:00:00";1,919;0,3
"2018-06-08 09:15:00";1,205;0,449
"2018-06-08 09:30:00";2,168;0,477
"2018-06-08 09:45:00";1,879;0,773
"2018-06-08 10:00:00";0,289;1,04
"2018-06-08 10:15:00";1,488;1,133
"2018-06-08 10:30:00";1,988;1,226
"2018-06-08 10:45:00";0,985;1,003
"2018-06-08 11:00:00";1,254;1,588
"2018-06-08 11:15:00";1,825;1,662
"2018-06-08 11:30:00";-0,586;1,818
"2018-06-08 11:45:00";-0,723;1,813
"2018-06-08 12:00:00";-0,93;2,002
"2018-06-08 12:15:00";-0,31;1,605
"2018-06-08 12:30:00";-0,623;1,87
"2018-06-08 12:45:00";-0,305;1,307
"2018-06-08 13:00:00";-1,187;2,36
"2018-06-08 13:15:00";-0,098;2,399
"2018-06-08 13:30:00";0,052;2,244
"2018-06-08 13:45:00";-1,118;2,314
"2018-06-08 14:00:00";2,198;1,52
"2018-06-08 14:15:00";0,852;1,991
"2018-06-08 14:30:00";0,433;2,055
"2018-06-08 14:45:00";2,95;1,23
"2018-06-08 15:00:00";1,127;1,473
"2018-06-08 15:15:00";0,854;2,091
"2018-06-08 15:30:00";2,125;2,064
"2018-06-08 15:45:00";0,816;1,512
"2018-06-08 16:00:00";4,091;0,834
"2018-06-08 16:15:00";3,639;1,363
"2018-06-08 16:30:00";3,231;1,741
"2018-06-08 16:45:00";3,515;1,49
"2018-06-08 17:00:00";4,599;1,237
"2018-06-08 17:15:00";6,199;1,241
"2018-06-08 17:30:00";5,206;1,087
"2018-06-08 17:45:00";5,235;1,017
"2018-06-08 18:00:00";5,469;0,689
"2018-06-08 18:15:00";6,555;0,258
"2018-06-08 18:30:00";6,756;0,207
"2018-06-08 18:45:00";6,258;0,128
"2018-06-08 19:00:00";5,02;0,197
"2018-06-08 19:15:00";4,995;0,191
"2018-06-08 19:30:00";5,042;0,127
"2018-06-08 19:45:00";5,105;0,063
"2018-06-08 20:00:00";5,134;0,011
"2018-06-08 20:15:00";5,091;-0,009
"2018-06-08 20:30:00";4,929;-0,005
"2018-06-08 20:45:00";5,091;-0,003
"2018-06-08 21:00:00";5,018;-0,004
"2018-06-08 21:15:00";4,536;-0,005
"2018-06-08 21:30:00";4,097;-0,004
"2018-06-08 21:45:00";5;-0,005
"2018-06-08 22:00:00";3,225;-0,005
"2018-06-08 22:15:00";2,241;-0,004
"2018-06-08 22:30:00";1,296;-0,005
"2018-06-08 22:45:00";2,004;-0,005
"2018-06-08 23:00:00";2,147;-0,005
"2018-06-08 23:15:00";2,364;-0,005
"2018-06-08 23:30:00";1,354;-0,005
"2018-06-08 23:45:00";2,344;-0,006
"2018-06-09 00:00:00";2,558;-0,006
"2018-06-09 00:15:00";1,793;-0,006
"2018-06-09 00:30:00";1,516;-0,005
"2018-06-09 00:45:00";2,527;-0,006
"2018-06-09 01:00:00";2,155;-0,005
"2018-06-09 01:15:00";1,458;-0,006
"2018-06-09 01:30:00";1,46;-0,006
"2018-06-09 01:45:00";2,082;-0,006
"2018-06-09 02:00:00";2,131;-0,006
"2018-06-09 02:15:00";1,443;-0,005
"2018-06-09 02:30:00";1,599;-0,006
"2018-06-09 02:45:00";2,747;-0,013
"2018-06-09 03:00:00";2,21;-0,008
"2018-06-09 03:15:00";1,334;-0,008
"2018-06-09 03:30:00";2,997;-0,016
"2018-06-09 03:45:00";2,485;-0,01
"2018-06-09 04:00:00";1,231;-0,007
"2018-06-09 04:15:00";2,16;-0,01
"2018-06-09 04:30:00";1,856;-0,007
"2018-06-09 04:45:00";1,182;-0,005
"2018-06-09 05:00:00";1,521;-0,006
"2018-06-09 05:15:00";1,699;-0,006
"2018-06-09 05:30:00";0,971;-0,006
"2018-06-09 05:45:00";1,583;-0,006
"2018-06-09 06:00:00";1,679;-0,006
"2018-06-09 06:15:00";0,929;-0,005
"2018-06-09 06:30:00";2,536;-0,006
"2018-06-09 06:45:00";4,088;-0,003
"2018-06-09 07:00:00";0,978;0,041
"2018-06-09 07:15:00";2,443;0,074
"2018-06-09 07:30:00";1,661;0,12
"2018-06-09 07:45:00";1,309;0,207
"2018-06-09 08:00:00";2,287;0,294
"2018-06-09 08:15:00";1,809;0,307
"2018-06-09 08:30:00";1,385;0,393
"2018-06-09 08:45:00";2,568;0,469
"2018-06-09 09:00:00";2,056;0,533
"2018-06-09 09:15:00";1,016;0,378
"2018-06-09 09:30:00";2,635;0,3
"2018-06-09 09:45:00";2,062;0,896
"2018-06-09 10:00:00";0,721;1,004
"2018-06-09 10:15:00";1,633;1,198
"2018-06-09 10:30:00";2,327;1,183
"2018-06-09 10:45:00";0,975;1,279
"2018-06-09 11:00:00";2,283;1,418
"2018-06-09 11:15:00";2,076;1,355
"2018-06-09 11:30:00";1,45;1,101
"2018-06-09 11:45:00";0,127;2,045
"2018-06-09 12:00:00";1,498;2,138
"2018-06-09 12:15:00";1,259;1,64
"2018-06-09 12:30:00";0,239;1,816
"2018-06-09 12:45:00";1,344;1,536
"2018-06-09 13:00:00";1,191;2,422
"2018-06-09 13:15:00";-0,482;2,352
"2018-06-09 13:30:00";0,943;1,736
"2018-06-09 13:45:00";3,281;0,783
"2018-06-09 14:00:00";2,009;1,131
"2018-06-09 14:15:00";3,934;1,72
"2018-06-09 14:30:00";1,661;1,876
"2018-06-09 14:45:00";3,422;1,936
"2018-06-09 15:00:00";0,694;2,319
"2018-06-09 15:15:00";2,973;2,035
"2018-06-09 15:30:00";3,212;1,755
"2018-06-09 15:45:00";3,227;1,743
"2018-06-09 16:00:00";2,946;1,504
"2018-06-09 16:15:00";5,756;0,547
"2018-06-09 16:30:00";8,853;0,315
"2018-06-09 16:45:00";6,636;0,313
"2018-06-09 17:00:00";4,512;0,251
"2018-06-09 17:15:00";4,526;0,36
"2018-06-09 17:30:00";3,992;0,363
"2018-06-09 17:45:00";8,979;0,596
"2018-06-09 18:00:00";6,355;0,598
"2018-06-09 18:15:00";6,232;0,512
"2018-06-09 18:30:00";4,666;0,388
"2018-06-09 18:45:00";5,901;0,332
"2018-06-09 19:00:00";2,787;0,177
"2018-06-09 19:15:00";5,263;0,061
"2018-06-09 19:30:00";3,173;0,027
"2018-06-09 19:45:00";3,952;0,012
"2018-06-09 20:00:00";3,132;0
"2018-06-09 20:15:00";2,027;-0,012
"2018-06-09 20:30:00";3,826;-0,002
"2018-06-09 20:45:00";5,334;0,007
"2018-06-09 21:00:00";3,465;0,008
"2018-06-09 21:15:00";3,881;0,007
"2018-06-09 21:30:00";7,445;0,006
"2018-06-09 21:45:00";8,061;0,007
"2018-06-09 22:00:00";7,379;0,006
"2018-06-09 22:15:00";4,307;0,007
"2018-06-09 22:30:00";3,905;0,008
"2018-06-09 22:45:00";2,813;0,006
"2018-06-09 23:00:00";3,22;0,006
"2018-06-09 23:15:00";3,574;0,006
"2018-06-09 23:30:00";3,572;0,006
"2018-06-09 23:45:00";2,391;0,006
"2018-06-10 00:00:00";3,572;0,005
"2018-06-10 00:15:00";3,425;0,006
"2018-06-10 00:30:00";3,367;0,006
"2018-06-10 00:45:00";2,342;0,006
"2018-06-10 01:00:00";3,408;0,006
"2018-06-10 01:15:00";3,323;0,005
"2018-06-10 01:30:00";3,227;0,005
"2018-06-10 01:45:00";2,413;0,006
"2018-06-10 02:00:00";3,379;0,006
"2018-06-10 02:15:00";3,378;0,005
"2018-06-10 02:30:00";2,437;0,005
"2018-06-10 02:45:00";3,044;0,005
"2018-06-10 03:00:00";3,312;0,006
"2018-06-10 03:15:00";2,266;0,006
"2018-06-10 03:30:00";3,148;0,005
"2018-06-10 03:45:00";3,058;0,005
"2018-06-10 04:00:00";2,201;0,005
"2018-06-10 04:15:00";3,142;0,005
"2018-06-10 04:30:00";2,973;0,006
"2018-06-10 04:45:00";2,422;0,006
"2018-06-10 05:00:00";3,01;0,005
"2018-06-10 05:15:00";2,11;0,004
"2018-06-10 05:30:00";3,076;0,005
"2018-06-10 05:45:00";3,086;0,006
"2018-06-10 06:00:00";2,309;0,006
"2018-06-10 06:15:00";3,111;0,005
"2018-06-10 06:30:00";2,943;0,003
"2018-06-10 06:45:00";5,277;0,013
"2018-06-10 07:00:00";2,312;0,051
"2018-06-10 07:15:00";3,933;0,085
"2018-06-10 07:30:00";3,389;0,177
"2018-06-10 07:45:00";2,279;0,204
"2018-06-10 08:00:00";3,494;0,281
"2018-06-10 08:15:00";4,369;0,312
"2018-06-10 08:30:00";5,33;0,298
"2018-06-10 08:45:00";4,43;0,377
"2018-06-10 09:00:00";4,721;0,466
"2018-06-10 09:15:00";2,72;0,664
"2018-06-10 09:30:00";4,898;0,654
"2018-06-10 09:45:00";6,157;0,919
"2018-06-10 10:00:00";6,325;0,921
"2018-06-10 10:15:00";5,311;0,689
"2018-06-10 10:30:00";1,307;1,14
"2018-06-10 10:45:00";2,608;1,396
"2018-06-10 11:00:00";1,461;1,632
"2018-06-10 11:15:00";1,244;1,292
"2018-06-10 11:30:00";2,647;1,734
"2018-06-10 11:45:00";0,675;1,89
"2018-06-10 12:00:00";2,85;2,019
"2018-06-10 12:15:00";0,381;2,063
"2018-06-10 12:30:00";3,541;2,166
"2018-06-10 12:45:00";4,185;2,08
"2018-06-10 13:00:00";3,881;2,041
"2018-06-10 13:15:00";3,509;2,057
